,course_number,department,name,Days,Hour,Instructor,Room,Status,Unique
995,324L,GOV,GOVS & POLIT OF WESTERN EUROPE,TTH,9:30 a.m.-11:00 a.m.,"SOMER-TOPCU, Z",BUR 130,closed,38200
996,330K,GOV,THE AMERICAN PRESIDENT,TTH,2:00 p.m.-3:30 p.m.,"WLEZIEN, C",CAL 100,closed,38205
997,335M,GOV,5-RELIGION IN AMER POL THOUGHT,MW,4:00 p.m.-5:30 p.m.,"BUDZISZEWSKI, J",PAR 303,closed,38210
998,335M,GOV,12-NATURAL LAW THEORY,MW,2:30 p.m.-4:00 p.m.,"BUDZISZEWSKI, J",PAR 304,open; restricted,38215
999,335N,GOV,7-SOUTHERN POLITICAL HISTORY,TTH,2:00 p.m.-3:30 p.m.,"ENELOW, J",WAG 420,closed,38220
1000,337M,GOV,6-POLITICS OF MEXICO,TTH,9:30 a.m.-11:00 a.m.,"GREENE, K",PAR 201,closed,38225
1001,337M,GOV,8-INTNATL POLITICS LATIN AMER,MWF,11:00 a.m.-12:00 p.m.,"WEYLAND, K",PAR 1,closed,38230
1002,337M,GOV,16-POLITICS OF DEV IN LAT AMER,TTH,12:30 p.m.-2:00 p.m.,"MADRID, R",BEN 1.126,closed,38235
1003,339L,GOV,RESEARCH METHODS IN GOVERNMENT,TTH,8:00 a.m.-9:30 a.m.,"PEDAHZUR, A",MEZ 2.124,open; restricted,38240
1004,341M,GOV,DECISION THEORY,TTH,11:00 a.m.-12:30 p.m.,"ENELOW, J",WAG 420,open; restricted,38245
1005,342N,GOV,PUBLIC CHOICE,TTH,12:30 p.m.-2:00 p.m.,"ROBERTS, B", ,cancelled,38250
1006,347K,GOV,GOV AND POLITICS OF SOUTH ASIA,TTH,9:30 a.m.-11:00 a.m.,"LIU, X",JES A217A,closed,38255
1007,347N,GOV,GOV AND POLITICS OF SE ASIA,TTH,9:30 a.m.-11:00 a.m.,"LIU, A",PAR 105,closed,38260
1008,351L,GOV,MORALITY AND POLITICS,MWF,1:00 p.m.-2:00 p.m.,"STAUFFER, D",CLA 0.112,closed,38265
1009,353D,GOV,DARWIN & POLITICS OF EVOLUTION,TTH,2:00 p.m.-3:30 p.m.,"PRINDLE, D",PAR 301,closed,38270
1010,355M,GOV,1-HUMAN BEHAV AS RATIONAL ACTN,TTH,2:00 p.m.-3:30 p.m.,"LIN, T",GDC 2.210,closed,38275
1011,355M,GOV,2-APPLIED RSRCH: POLIT SCI,TTH,5:00 p.m.-6:30 p.m.,"LANGO, H",MEZ 2.122,open; restricted,38280
1012,357L,GOV,JUDICIAL PROCESS AND BEHAVIOR,MW,2:30 p.m.-4:00 p.m.,"SAGER, A",WAG 420,closed,38285
1013,357M,GOV,3-SUPREME COURT AND PUBLIC POL,MW|F,1:00 p.m.-2:00 p.m.|1:00 p.m.-2:00 p.m.,"POWE, L",TNH 2.114|PAR 206,open; restricted,38286
1014,357M,GOV,3-SUPREME COURT AND PUBLIC POL,MW|F,1:00 p.m.-2:00 p.m.|1:00 p.m.-2:00 p.m.,"POWE, L",TNH 2.114|JES A305A,open,38287
1015,357M,GOV,3-SUPREME COURT AND PUBLIC POL,MW|F,1:00 p.m.-2:00 p.m.|1:00 p.m.-2:00 p.m.,"POWE, L",TNH 2.114|SZB 422,open,38288
1016,357M,GOV,3-SUPREME COURT AND PUBLIC POL,MW|F,1:00 p.m.-2:00 p.m.|1:00 p.m.-2:00 p.m.,"POWE, L",TNH 2.114|GAR 0.132,open; restricted,38289
1017,357M,GOV,4-CIVIL LIBERTIES,TTH,9:30 a.m.-11:00 a.m.,"PERRY, H",UTC 4.112,closed,38290
1018,357M,GOV,5-CONSTITUTIONAL INTERPRETATN,TTH,3:30 p.m.-5:00 p.m.,"PERRY, H",UTC 1.104,closed,38295
1019,357M,GOV,8-STRUCTURE OF INDIV LIBERTIES,TTH,11:00 a.m.-12:30 p.m.,"JACOBSOHN, G",MEZ 2.124,closed,38300
1020,360N,GOV,DEFENSE POLICY-HONORS,W,2:00 p.m.-5:00 p.m.,"DORN, E",SRH 3.221,open; restricted,38305
1021,360N,GOV,INTEL AND NATIONAL SECURITY,TTH,9:30 a.m.-11:00 a.m.,"POPE, J",SRH 3.122,closed,38310
1022,360N,GOV,INTERNATL BUSN & POLITICS,TTH,12:30 p.m.-2:00 p.m.,"JENSEN, N", ,cancelled,38315
1023,360N,GOV,JUST WAR/IR: EVOL/IMPACT,TTH,11:00 a.m.-12:30 p.m.,"MILLER, P",CLA 0.122,closed,38320
1024,,,,,,,,,
1025,360N,GOV,11-INTERNATL POLITICAL ECONOMY,TTH,2:00 p.m.-3:30 p.m.,"WANG, D",GAR 1.126,open; restricted,38325
1026,362L,GOV,GOVERNMENT RESEARCH INTERNSHIP,TTH,5:00 p.m.-6:30 p.m.,"JONES, B",MEZ 1.210,open; restricted,38330
1027,362L,GOV,GOVERNMENT RESEARCH INTERNSHIP,,,,,open; restricted,38335
1028,662L,GOV,GOVERNMENT RSCH INTERNSHIP-D C,,,"SWERDLOW, J",,open; restricted,38340
1029,365L,GOV,5-ASIAN RGNLISM/MULTILAT COOP,TTH,12:30 p.m.-2:00 p.m.,"LIU, X",PAR 101,closed,38345
1030,365N,GOV,INSTITUTIONS & COMP POL-EC DEV,W,9:00 a.m.-12:00 p.m.,"MACLACHLAN, P",SZB 422,closed,38350
1031,365N,GOV,ISLAM AND POLITICS,TTH,11:00 a.m.-12:30 p.m.,"AYOUB, S",SZB 416,closed,38355
1032,365N,GOV,POLITICS OF MEMORY: GER/US,TTH,12:30 p.m.-2:00 p.m.,"LAUBENTHAL, B",GEA 114,closed,38360
1033,365N,GOV,PROTEST AND CHANGE: GER/US,TTH,12:30 p.m.-2:00 p.m.,"LAUBENTHAL, B", ,cancelled,38365
1034,365N,GOV,SOC JUSTICE/SEC POLICY-POL,,,"EATON, D",,open,38370
1035,365N,GOV,20-EUROPE ENVIRONMNTL POLITICS,TTH,9:30 a.m.-11:00 a.m.,"MOSSER, M",JES A209A,closed,38375
1036,365N,GOV,23-COMPARATIVE LEGAL SYSTEMS,TTH,11:00 a.m.-12:30 p.m.,"BRINKS, D",MEZ B0.306,closed,38380
1037,365N,GOV,24-HUMAN RIGHTS/WORLD POLITICS,TTH,3:30 p.m.-5:00 p.m.,"EVANS, R",WAG 201,closed,38385
1038,365N,GOV,25-EUR UNION/REGIONAL INTEGRTN,TTH,12:30 p.m.-2:00 p.m.,"SOMER-TOPCU, Z",PAR 301,closed,38390
1039,370K,GOV,RACE/POLICING/INCARCERATION,TTH,9:30 a.m.-11:00 a.m.,"EPP, D", ,cancelled,38395
1040,370K,GOV,3-AFRICAN AMERICAN POLITICS,TTH,9:30 a.m.-11:00 a.m.,"PHILPOT, T",MEZ B0.306,closed,38400
1041,370L,GOV,POLITICS & RELIGION IN THE US,TTH,5:00 p.m.-6:30 p.m.,"LEAL, D", ,cancelled,38405
1042,370L,GOV,THE POLITICS OF TITLE IX,TTH,11:00 a.m.-12:30 p.m.,"PHILPOT, T",JES A209A,closed,38410
1043,370L,GOV,1-ELECTION CAMPAIGNS,MW,1:00 p.m.-2:30 p.m.,"LUSKIN, R",PAR 310,closed,38415
1044,370L,GOV,7-THE UNITED STATES CONGRESS,MW,4:00 p.m.-5:30 p.m.,"THERIAULT, S",CLA 0.126,closed,38420
1045,370L,GOV,9-SOCIAL MOVEMENTS: THRY/PRAC,MWF,1:00 p.m.-2:00 p.m.,"O'BRIEN, S",MEZ B0.306,closed,38425
1046,370L,GOV,16-POLITICAL PSYCHOLOGY,MW,1:00 p.m.-2:30 p.m.,"ALBERTSON, B",MEZ 1.120,waitlisted,38430
1047,370L,GOV,20-CAMPAIGNS AND ELECTIONS,TTH,2:00 p.m.-3:30 p.m.,"SHAW, D",CLA 0.126,open; restricted,38435
1048,370P,GOV,POLICY MAKING PROCESS,,,,,open; restricted,38440
1049,374N,GOV,POLITICAL INTERNSHIP-WB,,,"HENSON, J",,open; restricted,38445
1050,679HB,GOV,HONORS TUTORIAL COURSE,T,3:30 p.m.-6:30 p.m.,"MCIVER, J",MEZ 1.206,open; restricted,38450
1051,379S,GOV,CITIZENS IN DEMOCRATIC POL-HON,M,3:30 p.m.-6:30 p.m.,"LUSKIN, R",PAR 305,open; restricted,38454
1052,379S,GOV,COMPLEX EMERGEN HUMAN ACT,T,3:30 p.m.-6:30 p.m.,"NEWBERG, P",CBA 4.338,open; restricted,38455
1053,379S,GOV,POPE FRANCIS'S CATH CHURCH-ITA,,,"THERIAULT, S",,open,38460
1054,,,,,,,,,
1055,302C,HIS,INTRODUCTION TO CHINA,MWF,1:00 p.m.-2:00 p.m.,"EISENMAN, I",CLA 1.106,waitlisted,38765
1056,304R,HIS,"JUDAISM, CHRISTIANITY, ISLAM",TTH,9:30 a.m.-11:00 a.m.,"SMITH, G",RLM 6.104,waitlisted,38770
1057,306N,HIS,AFRICANS IN THE ATLANTIC WORLD,MWF,1:00 p.m.-2:00 p.m.,"IRETON, C",GAR 2.112,open,38775
1058,306N,HIS,LATIN AMERICA AND THE US,TTH,8:00 a.m.-9:30 a.m.,"FRENS-STRING, J",GAR 1.126,open,38780
1059,306N,HIS,11-JEWISH CIV: 1492 TO PRESENT,TTH,9:30 a.m.-11:00 a.m.,"BODIAN, M",GAR 1.126,closed,38785
1060,309K,HIS,WEST CIV IN MEDVL TIMES-PL II,MWF,9:00 a.m.-10:00 a.m.,"FRAZIER, A",GAR 0.132,open,38790
1061,309K,HIS,WESTERN CIV IN MEDIEVAL TIMES,TTH,2:00 p.m.-3:30 p.m.,"KAUFMAN, C",BUR 136,waitlisted,38795
1062,309L,HIS,WESTERN CIV IN MODERN TIMES,TTH,12:30 p.m.-2:00 p.m.,"VAUGHN, J",JGB 2.218,waitlisted,38800
1063,310,HIS,INTRODUCTION TO MODERN AFRICA,TTH,12:30 p.m.-2:00 p.m.,"FALOLA, O",UTC 3.134,waitlisted,38805
1064,310K,HIS,LATIN AMER CIV: COLONIAL EXP,MW,4:00 p.m.-5:30 p.m.,"CANIZARES, J",GAR 2.112,open,38810
1065,310N,HIS,FILM/HIST LATIN AMER: MOD,W,3:00 p.m.-6:00 p.m.,"TWINAM, A",BUR 116,open,38815
1066,314K,HIS,HISTORY OF MEXICAN AMERS IN US,TTH,9:30 a.m.-11:00 a.m.,"ZAMORA, E",MEZ 1.306,waitlisted,38820
1067,315G,HIS,INTRO TO AMERICAN STUDIES,TTH,9:30 a.m.-11:00 a.m.,"MARSHALL, S",GSB 2.124,waitlisted,38825
1068,315G,HIS,INTRO TO AMERICAN STUDIES,MW,4:00 p.m.-5:30 p.m.,"DAVIS, J",PAI 3.02,waitlisted,38830
1069,315K,HIS,"THE UNITED STATES, 1492-1865",TTH,9:30 a.m.-11:00 a.m.,"OLWELL, R",WCH 1.120,waitlisted,38835
1070,315K,HIS,"THE UNITED STATES, 1492-1865",TTH,2:00 p.m.-3:30 p.m.,"MINTZ, S",WCH 1.120,waitlisted,38840
1071,315K,HIS,"THE UNITED STATES, 1492-1865",MWF,10:00 a.m.-11:00 a.m.,"KAMIL, N",WCH 1.120,waitlisted,38845
1072,315K,HIS,"THE UNITED STATES, 1492-1865",MWF,11:00 a.m.-12:00 p.m.,"SEAHOLM, M",WCH 1.120,waitlisted,38850
1073,315K,HIS,"THE UNITED STATES, 1492-1865",MWF,1:00 p.m.-2:00 p.m.,"SEAHOLM, M",UTC 2.112A,waitlisted,38855
1074,315L,HIS,THE UNITED STATES SINCE 1865,TTH,12:30 p.m.-2:00 p.m.,"RESTAD, P",UTC 4.112,waitlisted,38860
1075,315L,HIS,THE UNITED STATES SINCE 1865,TTH,3:30 p.m.-5:00 p.m.,"MINTZ, S",WCH 1.120,waitlisted,38865
1076,315L,HIS,THE UNITED STATES SINCE 1865,MWF,2:00 p.m.-3:00 p.m.,"BRANDS, H",UTC 2.112A,waitlisted,38870
1077,315L,HIS,THE UNITED STATES SINCE 1865,TTH,9:30 a.m.-11:00 a.m.,"SURI, J", ,open,38875
1078,317L,HIS,URBAN ECON DEVELOPMENT-RSA,,,"MOORE, L",,open; restricted,38880
1079,317L,HIS,4-INTRO TO ASIAN AMERICAN HIST,MWF,11:00 a.m.-12:00 p.m.,"VONG, S",BUR 216,waitlisted,38885
1080,317L,HIS,"15-EST AMERICA, 1565-1815",MW,5:00 p.m.-6:30 p.m.,"TULLY, W",MEZ B0.306,waitlisted,38890
1081,317L,HIS,16-HIST OF RELIGION IN THE US,MWF,9:00 a.m.-10:00 a.m.,"GRABER, J",CLA 0.126,waitlisted,38895
1082,317L,HIS,17-READ U.S. HIST BTWN LINES,MWF,9:00 a.m.-10:00 a.m.,"RESTAD, P",GAR 2.128,waitlisted,38900
1083,319D,HIS,ANCIENT MEDITERRANEAN WORLD,MW|TH,9:00 a.m.-10:00 a.m.|9:00 a.m.-10:00 a.m.,,WAG 214|WAG 208,waitlisted,38905
1084,319D,HIS,ANCIENT MEDITERRANEAN WORLD,MW|F,9:00 a.m.-10:00 a.m.|9:00 a.m.-10:00 a.m.,,WAG 214|MEZ 1.122,waitlisted,38910
1085,,,,,,,,,
1086,319D,HIS,ANCIENT MEDITERRANEAN WORLD,MW|TH,9:00 a.m.-10:00 a.m.|10:00 a.m.-11:00 a.m.,,WAG 214|WAG 208,open,38915
1087,319D,HIS,ANCIENT MEDITERRANEAN WORLD,MW|F,9:00 a.m.-10:00 a.m.|11:00 a.m.-12:00 p.m.,,WAG 214|MEZ 2.118,waitlisted,38920
1088,,,,,,,,,
1089,320P,HIS,"TEXAS, 1845-1914",TTH,11:00 a.m.-12:30 p.m.,"BUENGER, W",BUR 130,open,38925
1090,320R,HIS,"TEXAS, 1914 TO THE PRESENT",TTH,12:30 p.m.-2:00 p.m.,"ZAMORA, E",MEZ B0.306,waitlisted,38930
1091,321,HIS,HISTORY OF ROME: THE EMPIRE,MW|TH,11:00 a.m.-12:00 p.m.|9:00 a.m.-10:00 a.m.,"RIGGSBY, A",WAG 201|CLA 0.120,waitlisted,38935
1092,321,HIS,HISTORY OF ROME: THE EMPIRE,MW|F,11:00 a.m.-12:00 p.m.|9:00 a.m.-10:00 a.m.,"RIGGSBY, A",WAG 201|WAG 112,waitlisted,38940
1093,321,HIS,HISTORY OF ROME: THE EMPIRE,MW|TH,11:00 a.m.-12:00 p.m.|11:00 a.m.-12:00 p.m.,"RIGGSBY, A",WAG 201|MEZ 1.118,waitlisted,38945
1094,321,HIS,HISTORY OF ROME: THE EMPIRE,MW|F,11:00 a.m.-12:00 p.m.|11:00 a.m.-12:00 p.m.,"RIGGSBY, A",WAG 201|GDC 2.502,waitlisted,38950
1095,322M,HIS,HISTORY OF MODERN SCIENCE,MWF,10:00 a.m.-11:00 a.m.,"HUNT, B",GAR 0.102,open,38955
1096,329U,HIS,PERSPECTIVES ON SCIENCE & MATH,MWF|M,11:00 a.m.-12:00 p.m.|12:00 p.m.-1:00 p.m.,"RABY, M",PAI 4.18|PAI 4.18,open,38960
1097,329U,HIS,PERSPECTIVES ON SCIENCE & MATH,MWF|M,3:00 p.m.-4:00 p.m.|4:00 p.m.-5:00 p.m.,"RABY, M",PAI 4.18|PAI 4.18,open,38965
1098,333M,HIS,"US FOREIGN RELATNS, 1914-PRES",MWF,10:00 a.m.-11:00 a.m.,"LAWRENCE, M",MEZ B0.306,waitlisted,38970
1099,334L,HIS,"AMER REV/FND OF US, 1763-1800",MW,4:00 p.m.-5:30 p.m.,"FORGIE, G",JGB 2.202,waitlisted,38975
1100,340T,HIS,TAIWAN: COLNIZ/MIGRATN/IDENT,TTH,12:30 p.m.-2:00 p.m.,"HSU, M",GAR 0.132,waitlisted,38980
1101,343W,HIS,"WITCHES, WORKERS, AND WIVES",MWF,10:00 a.m.-11:00 a.m.,"HARDWICK, J",CLA 0.128,open,38985
1102,345J,HIS,"COMING OF CIVIL WAR, 1829-1861",TTH,3:30 p.m.-5:00 p.m.,"FORGIE, G",JGB 2.216,open,38990
1103,346T,HIS,CUBAN REVOLUTION & THE US,TTH,11:00 a.m.-12:30 p.m.,"BROWN, J",BUR 116,open,38995
1104,346V,HIS,20TH-CEN RURAL LATIN AMER,MW,2:30 p.m.-4:00 p.m.,"BUTLER, M",GAR 2.128,closed,39000
1105,346W,HIS,CHURCH & STATE IN LAT AMER,MWF,9:00 a.m.-10:00 a.m.,"BUTLER, M",GAR 1.126,waitlisted,39005
1106,347L,HIS,SEMINAR IN HISTORIOGRAPHY,W,3:00 p.m.-6:00 p.m.,"SPELLBERG, D",GAR 0.132,open; restricted,39010
1107,350L,HIS,CHILE: REVLUTN TO CNTERREVLUTN,M,3:00 p.m.-6:00 p.m.,"FRENS-STRING, J",GDC 2.502,open,39015
1108,350L,HIS,HIST OF MONEY/CORRUPTION,T,3:30 p.m.-6:30 p.m.,"MARTINEZ, A",GAR 2.112,waitlisted,39020
1109,350L,HIS,THE CRUSADES,M,3:00 p.m.-6:00 p.m.,"NEWMAN, M",CLA 1.108,closed,39022
1110,350L,HIS,56-GERMANY SINCE HITLER,MWF,2:00 p.m.-3:00 p.m.,"CREW, D",GAR 0.132,waitlisted,39025
1111,350L,HIS,59-STALIN'S RUSSIA AT WAR,WF,2:00 p.m.-3:30 p.m.,"WYNN, C",CLA 2.606,closed,39030
1112,350L,HIS,66-DICT/DRTY WAR/DEM LAT AMER,TTH,3:30 p.m.-5:00 p.m.,"GARFIELD, S",PAR 302,open,39035
1113,350L,HIS,67-MUGHAL INDIA IN HIST/MEMORY,TTH,2:00 p.m.-3:30 p.m.,"TALBOT, C",GAR 0.132,closed,39040
1114,350L,HIS,69-DECOLONIZATN OF BRIT EMPIRE,TH,3:30 p.m.-6:30 p.m.,"LOUIS, W",CLA 0.108,closed,39045
1115,350L,HIS,70-HISTORCL IMAGES AFR IN FILM,T,3:30 p.m.-6:30 p.m.,"FALOLA, O",MEZ 1.216,closed,39050
1116,350L,HIS,75-RETHINKING CONQUEST MEXICO,TH,3:30 p.m.-6:30 p.m.,"DEANS-SMITH, S",GAR 2.112,open,39055
1117,350L,HIS,81-ENLIGHTENMENT/REVOLUTION,TH,5:00 p.m.-8:00 p.m.,"VAUGHN, J",GAR 3.116,waitlisted,39060
1118,350L,HIS,89-POLAND/THE SEC WORLD WAR,TTH,12:30 p.m.-2:00 p.m.,"LICHTENSTEIN, T",CLA 2.606,closed,39065
1119,,,,,,,,,
1120,350L,HIS,94-WOMEN/WEALTH IN SOUTH ASIA,W,3:00 p.m.-6:00 p.m.,"CHATTERJEE, I", ,cancelled,39070
1121,350R,HIS,9-ANIMALS/AMERICAN CULTURE,TTH,12:30 p.m.-2:00 p.m.,"DAVIS, J",BUR 436A,waitlisted,39075
1122,350R,HIS,12-HIST BLACK ENTREPREN IN US,MW,1:00 p.m.-2:30 p.m.,"WALKER, J",GAR 2.128,waitlisted,39080
1123,350R,HIS,18-WOMEN IN SICKNESS & HEALTH,TH,3:30 p.m.-6:30 p.m.,"SEAHOLM, M", ,cancelled,39085
1124,350R,HIS,27-ARTS/ARTIFACTS IN AMERICAS,M,3:00 p.m.-6:00 p.m.,"KAMIL, N",BUR 128,open,39090
1125,350R,HIS,37-REFUGEES IN 20TH-CENTURY US,W,3:00 p.m.-6:00 p.m.,"VONG, S",CLA 0.104,open,39095
1126,350R,HIS,39-HAMILTON/JEFFERSON IN CNTXT,TH,3:30 p.m.-6:30 p.m.,"OLWELL, R",GAR 0.128,open,39100
1127,351D,HIS,ALEXANDER/HELLENISTIC WORLD,MW|TH,10:00 a.m.-11:00 a.m.|10:00 a.m.-11:00 a.m.,"PATTERSON, J",MEZ 1.120|CLA 0.120,closed,39105
1128,351D,HIS,ALEXANDER/HELLENISTIC WORLD,MW|F,10:00 a.m.-11:00 a.m.|10:00 a.m.-11:00 a.m.,"PATTERSON, J",MEZ 1.120|CLA 0.124,open; restricted,39110
1129,351D,HIS,ALEXANDER/HELLENISTIC WORLD,MW|F,10:00 a.m.-11:00 a.m.|11:00 a.m.-12:00 p.m.,"PATTERSON, J",MEZ 1.120|CLA 0.124,open,39115
1130,353,HIS,FRENCH REVOLUTION/NAPOLEON,TTH,3:30 p.m.-5:00 p.m.,"COFFIN, J",JGB 2.218,open,39120
1131,355N,HIS,MAIN CURR OF AMER CUL TO 1865,TTH,12:30 p.m.-2:00 p.m.,"SMITH, M",BUR 130,open,39125
1132,356K,HIS,MAIN CURR AMER CUL SINCE 1865,TTH,2:00 p.m.-3:30 p.m.,"ANDERSEN, C",BUR 108,open,39130
1133,356P,HIS,US IN THE CIVIL RIGHTS ERA,TTH,11:00 a.m.-12:30 p.m.,"GREEN, L",UTC 3.124,waitlisted,39135
1134,357D,HIS,AFRICAN AMER HIST SINCE 1860,MWF,11:00 a.m.-12:00 p.m.,"WALKER, J",GAR 1.126,open,39140
1135,358Q,HIS,SUPERVISED RESEARCH,,,,,open; restricted,39145
1136,362G,HIS,ISLAM IN RUSSIA AND THE USSR,TTH,11:00 a.m.-12:30 p.m.,"STRAW, A",CMA 3.108,open,39147
1137,362G,HIS,PURITANISM/BRIT CIVIL WARS,TTH,12:30 p.m.-2:00 p.m.,"POWELL, H",BUR 224,open,39149
1138,362G,HIS,THREE FRENCH WARS: 20TH CEN,TTH,11:00 a.m.-12:30 p.m.,"COFFIN, J",CLA 2.606,closed,39150
1139,362G,HIS,2-VIENNA: MEMORY AND THE CITY,,,"HOELSCHER, S",,open; restricted,39155
1140,362G,HIS,12-HERETICS & FREEDOM FIGHTERS,TTH,2:00 p.m.-3:30 p.m.,"ROBERTS, J",CLA 0.122,closed,39160
1141,363K,HIS,DEBT/COLONIALISM CARIBBEAN,TTH,11:00 a.m.-12:30 p.m.,"JIMENEZ, M",SAC 5.102,waitlisted,39162
1142,363K,HIS,POLITICS OF FOOD IN LATIN AMER,MWF,11:00 a.m.-12:00 p.m.,"ZAZUETA, M",SRH 1.320,waitlisted,39165
1143,363K,HIS,RACE/REBELLION/REV CARIBBEAN,TTH,12:30 p.m.-2:00 p.m.,"BURROWES, N",GAR 0.128,waitlisted,39166
1144,363K,HIS,RACE/RIGHTS LATIN AMERICA,TTH,2:00 p.m.-3:30 p.m.,"JIMENEZ, M",PAR 208,waitlisted,39167
1145,363K,HIS,1-CUL CITIZNSHP US & LATIN AM,TTH,2:00 p.m.-3:30 p.m.,"DEL CASTILLO, L",GAR 0.128,open,39170
1146,363K,HIS,2-ARGENTINA:POPULSM/INSURRCTN,TTH,2:00 p.m.-3:30 p.m.,"BROWN, J",GAR 1.134,open,39172
1147,363K,HIS,4-MAPPING LATIN AMERICA,TTH,9:30 a.m.-11:00 a.m.,"DEL CASTILLO, L",SRH 1.115,open,39175
1148,364G,HIS,CUL OUTSIDER: MEMOIRS/E ASIA,M,4:00 p.m.-7:00 p.m.,"LAI, C",CLA 0.120,closed,39179
1149,364G,HIS,"PRECOLONIAL INDIA, 1200-1750",TTH,11:00 a.m.-12:30 p.m.,"TALBOT, C",GAR 1.126,closed,39180
1150,,,,,,,,,
1151,364G,HIS,1-HIST OF HINDU RELIG TRADITNS,MW,10:00 a.m.-11:30 a.m.,"DAVIS, D", ,cancelled,39185
1152,364G,HIS,3-THE DEAD SEA SCROLLS,MWF,10:00 a.m.-11:00 a.m.,"KAPLAN, J",PAR 201,open,39190
1153,364G,HIS,7-FRENCH EMP: THE WEST/ISLAM,MWF,10:00 a.m.-11:00 a.m.,"BROWER, B",GAR 1.126,open,39195
1154,364G,HIS,8-MODERNIZATION IN EAST ASIA,TTH,5:00 p.m.-6:30 p.m.,"LI, H",GAR 1.126,open,39200
1155,364G,HIS,12-BUSINESS/SOCIETY SOUTH ASIA,MWF,1:00 p.m.-2:00 p.m.,"GUHA, S",GAR 1.126,closed,39205
1156,364G,HIS,13-GENDER AND MODERN INDIA,TTH,12:30 p.m.-2:00 p.m.,"CHATTERJEE, I",GAR 1.126,open,39210
1157,365G,HIS,US/BRITAIN/GLOBAL ORDER-GBR,,,"LAWRENCE, M",,open; restricted,39215
1158,365G,HIS,12-HIST OF US-MEX BORDERLAND,MWF,1:00 p.m.-2:00 p.m.,"ALVAREZ, C",PAR 203,open,39220
1159,365G,HIS,"13-RACE, LAW, AND US SOCIETY",MWF,11:00 a.m.-12:00 p.m.,"THOMPSON, S",CLA 1.104,waitlisted,39225
1160,365G,HIS,14-SOUTH ASIAN MIGRATION TO US,TTH,9:30 a.m.-11:00 a.m.,"BHALODIA, A",SZB 240,waitlisted,39230
1161,366N,HIS,BLACK LIVES IN THE ARCHIVES,TTH,3:30 p.m.-5:00 p.m.,"BURROWES, N",PAR 308,open,39232
1162,366N,HIS,"16-BIO, BEHAVIOR, & INJUSTICE",TTH,2:00 p.m.-3:30 p.m.,"MARTINEZ, A",MEZ B0.306,waitlisted,39235
1163,376F,HIS,THE US AND SECOND WORLD WAR,WF,3:30 p.m.-5:00 p.m.,"O'CONNELL, A",CLA 2.606,closed,39240
1164,376G,HIS,HITLER/NAZISM/WORLD WAR II-HON,TTH,3:30 p.m.-5:00 p.m.,"CREW, D",CLA 2.606,open; restricted,39245
1165,679HB,HIS,HONORS TUTORIAL COURSE,,,,,open; restricted,39250
